ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
2435,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2436,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2437,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2438,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2439,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2440,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2441,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2442,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2443,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2444,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2445,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2446,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2447,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2448,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2449,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2450,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2451,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2452,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2453,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2454,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2455,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2456,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2457,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2458,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2459,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2460,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2461,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2462,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2463,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2463,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2464,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2465,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2466,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2467,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2467,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2468,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2468,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2469,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2470,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2471,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2472,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2473,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2474,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2475,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2475,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2476,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2476,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2476,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2477,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2477,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2478,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2479,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2480,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2481,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2481,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2482,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2482,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2482,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2482,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2483,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2483,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2483,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2484,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2485,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2486,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2487,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2488,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2489,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2490,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2491,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2492,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2493,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2494,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2495,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2496,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2497,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2498,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2498,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2498,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2498,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2499,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2500,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2500,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2501,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2501,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2501,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2501,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2502,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2503,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2504,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2505,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2506,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2506,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2507,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2507,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2507,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2508,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2509,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2510,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2510,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2511,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2512,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2512,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2512,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2512,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2513,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2514,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2515,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2516,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2517,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2518,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2519,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2520,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2520,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2521,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2522,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2523,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2523,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2524,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2524,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2525,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2526,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2526,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2527,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2527,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2528,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2529,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2529,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2530,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2530,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2530,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2530,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2531,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2531,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2532,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2533,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2534,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2535,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2535,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2536,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2537,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2538,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2539,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2539,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2539,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2540,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2541,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2542,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2543,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2544,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2545,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2545,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2545,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2545,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2545,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2546,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2547,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2548,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2549,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2550,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2550,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2550,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2550,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2551,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2552,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2552,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2553,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2553,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2553,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2553,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2554,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2554,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2555,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2555,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2555,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2555,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2556,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2557,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2557,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2558,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2559,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2560,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2561,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2561,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2562,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2562,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2563,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2564,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2565,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2566,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2567,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2568,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2569,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2570,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2571,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2572,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2573,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2573,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2573,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2574,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2574,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2574,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2575,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2575,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2576,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2577,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2578,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2579,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2580,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2581,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2582,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2583,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2584,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2585,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2586,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2587,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2587,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2588,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2588,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2589,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2589,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2590,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2590,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2591,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2592,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2593,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2594,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2595,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2596,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2596,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2597,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2597,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2598,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2598,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2599,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2599,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2600,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2601,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2601,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2602,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2603,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2604,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2605,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2606,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2607,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2608,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2609,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2610,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2611,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2612,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2613,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2614,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2615,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2616,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2617,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2618,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2619,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2620,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2620,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2621,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2621,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2622,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2623,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2624,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2625,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2625,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2626,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2627,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2628,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2629,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2630,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2631,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2632,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2633,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2634,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2635,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2636,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2637,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2638,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2639,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2640,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2641,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2642,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2643,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2644,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2645,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2646,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2647,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2648,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2649,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2650,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2651,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2652,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2653,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2654,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2655,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2656,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2657,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2658,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2659,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2660,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2661,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2662,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2663,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2664,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2664,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2664,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2664,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2664,1932,5400,"5,200 - 5,400",0.407948469,0.000554597
2665,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2666,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2667,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2668,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2669,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2670,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2671,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2672,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2672,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2672,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2672,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2673,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2674,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2675,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2675,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2675,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2675,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2676,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2677,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2678,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2679,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2680,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2681,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2682,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2683,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2684,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2685,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2686,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2687,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2688,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2689,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2690,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2691,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2692,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2692,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2692,1932,5400,"5,200 - 5,400",0.407948469,0.000554597
2692,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2692,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2693,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2694,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2695,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2696,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2697,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2698,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2699,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2700,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2701,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2702,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2702,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2702,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2702,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2702,1932,5400,"5,200 - 5,400",0.407948469,0.000554597
2702,1926,5600,"5,400 - 5,600",0.367272067,0.000454263
2703,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2703,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2704,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2705,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2706,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2707,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2707,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2708,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2708,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2709,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2709,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2709,1926,5600,"5,400 - 5,600",0.367272067,0.000454263
2709,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2709,1932,5400,"5,200 - 5,400",0.407948469,0.000554597
2710,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2710,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2711,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2711,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2712,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2713,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2714,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2715,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2716,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2717,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2718,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2719,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2720,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2720,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2720,1951,5200,"5,000 - 5,200",0.482114969,0.000969124
2721,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2722,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2723,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2724,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2725,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2726,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2727,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2728,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2729,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2730,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2730,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2731,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2732,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2733,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
