ZONE,FID,ContourEle,ElevationR,SHAPE_Leng,SHAPE_Area
2133,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2133,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2133,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
2133,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2134,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2135,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2135,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2136,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2137,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2137,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2138,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2138,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2139,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2139,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2140,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2141,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2142,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2143,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2144,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2144,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2145,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2145,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2146,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2147,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2148,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2148,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2149,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2150,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2151,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2151,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2152,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2153,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2154,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2155,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2155,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2155,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2156,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2156,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2156,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2157,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2158,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2158,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2159,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2159,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2159,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2160,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2161,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2162,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2162,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2163,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2163,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2163,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2163,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2164,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2164,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2165,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2165,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2166,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2166,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2167,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2167,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2168,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2168,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2169,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2170,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2171,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2172,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2173,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2173,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2174,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2174,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2175,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2176,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2177,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2178,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2179,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2179,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2180,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2181,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2181,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2182,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2182,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2183,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2183,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2184,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2184,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2185,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2186,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2187,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2188,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2189,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2190,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2191,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2192,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2193,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2194,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2195,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2196,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2197,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2198,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2199,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2200,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2201,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2202,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2203,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2204,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2205,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2206,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2206,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2207,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2207,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2208,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2208,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2209,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2210,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2210,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2211,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2211,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2212,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2212,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2213,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2213,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2214,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2214,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2215,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2215,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2215,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2216,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2217,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2217,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2218,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2218,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2218,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2219,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2220,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2220,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2221,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2221,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2222,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2222,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2223,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2223,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2224,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2224,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2225,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2225,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2226,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2226,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2226,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2227,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2228,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2229,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2229,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2230,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
2230,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2230,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2230,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2230,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2231,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2232,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2233,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2234,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2235,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2236,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2237,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2238,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2239,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2240,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2241,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2242,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2243,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2243,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2244,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2245,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2246,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2247,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2247,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2248,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2248,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2249,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2250,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2250,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2251,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2252,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2253,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2254,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2255,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2256,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2257,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2258,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2258,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2259,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2260,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2261,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2261,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2262,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2263,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2264,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2265,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2266,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2266,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2267,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2268,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2269,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2270,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2271,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2271,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2272,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2273,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2274,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2275,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2276,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2276,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2277,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2278,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2279,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2280,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2281,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2282,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2283,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2284,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2285,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2286,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2287,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2287,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2288,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2289,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2290,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2291,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2292,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2293,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2294,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2295,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2296,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2297,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2298,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2299,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2299,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2300,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2300,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2300,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2301,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2301,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2301,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2302,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2303,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2303,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2304,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2305,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2306,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2306,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2307,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2308,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2308,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2309,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2310,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2310,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2311,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2312,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2313,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2314,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2315,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2315,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2316,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2316,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2317,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2317,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2318,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2318,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2319,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2320,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2321,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2322,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2322,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2323,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2324,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2325,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2326,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2326,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2327,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2328,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2329,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2330,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2331,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2332,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2333,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2333,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2334,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2334,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2335,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2336,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2337,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2338,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2339,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2340,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2341,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2341,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2342,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2343,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2344,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2345,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2345,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2346,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2347,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2348,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2349,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2350,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2351,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2352,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2352,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2353,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2354,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2354,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2355,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2355,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2356,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2356,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2356,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2356,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2357,5861,5800,"5,600 - 5,800",105.5489338,0.552891925
2357,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2357,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2357,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2357,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2358,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2359,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2360,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2361,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2361,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2362,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2362,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2363,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2364,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2365,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2365,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2366,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2366,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2366,5848,5600,"5,400 - 5,600",57.00008693,0.331591946
2366,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2366,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2367,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2368,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2368,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2368,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2368,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2369,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2370,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2371,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2372,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2373,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2374,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2375,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2375,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2376,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2376,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2377,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2378,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2379,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2380,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2380,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2381,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2381,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2381,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2382,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2383,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2383,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2384,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2384,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2385,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2385,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2386,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2386,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2386,5011,5400,"5,200 - 5,400",54.63817665,0.426621084
2387,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2387,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2388,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2388,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2389,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2389,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2390,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2390,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2391,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2391,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2391,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2392,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2393,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2394,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2395,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2395,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2396,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2397,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2398,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2399,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2400,4081,5000,"4,800 - 5,000",47.34030134,0.49242991
2400,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2400,4889,5200,"5,000 - 5,200",53.63092272,0.636667438
2400,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2401,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2402,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2403,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2403,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2404,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2404,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2405,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2405,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2406,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2407,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2407,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2408,3774,4800,"4,600 - 4,800",40.11612286,0.589167666
2408,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2409,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2410,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2411,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2412,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2413,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2414,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2415,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2416,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2417,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2418,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2419,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2420,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2421,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2422,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2423,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2424,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2425,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2426,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2427,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2428,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2429,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2430,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2431,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2432,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2433,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
2434,2052,4600,"4,400 - 4,600",1.7787479,0.09098392
