model,tourType,variable,alternative,units,latentClass,value
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,shopping,0.24409756
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,eatout,0.5882345
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,othmaint,0.2621527
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,social,1.8558528
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,othdiscr,0.6601513
modeChoice,Person,ascAutoDeficient,hov2_teleportation,util,atwork,-2.1102421
modeChoice,Person,ascAutoDeficient,hov3,util,work,-0.8527042
modeChoice,Person,ascAutoDeficient,hov3,util,univ,-1.7277422
modeChoice,Person,ascAutoDeficient,hov3,util,school,0.7149571
modeChoice,Person,ascAutoDeficient,hov3,util,escort,-0.40818766
modeChoice,Person,ascAutoDeficient,hov3,util,shopping,-0.073370166
modeChoice,Person,ascAutoDeficient,hov3,util,eatout,0.04605236
modeChoice,Person,ascAutoDeficient,hov3,util,othmaint,-1.3493925
modeChoice,Person,ascAutoDeficient,hov3,util,social,1.5007243
modeChoice,Person,ascAutoDeficient,hov3,util,othdiscr,1.0470966
modeChoice,Person,ascAutoDeficient,hov3,util,atwork,-2.514658
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,work,-0.8527042
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,univ,-1.7277422
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,school,0.7149571
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,escort,-0.40818766
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,shopping,-0.073370166
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,eatout,0.04605236
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,othmaint,-1.3493925
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,social,1.5007243
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,othdiscr,1.0470966
modeChoice,Person,ascAutoDeficient,hov3_teleportation,util,atwork,-2.514658
modeChoice,Person,ascAutoDeficient,ride_hail,util,work,-0.8013
modeChoice,Person,ascAutoDeficient,ride_hail,util,univ,1.0221
modeChoice,Person,ascAutoDeficient,ride_hail,util,school,-0.5524
modeChoice,Person,ascAutoDeficient,ride_hail,util,escort,0.6748
modeChoice,Person,ascAutoDeficient,ride_hail,util,shopping,0.6748
modeChoice,Person,ascAutoDeficient,ride_hail,util,eatout,-2.9623
modeChoice,Person,ascAutoDeficient,ride_hail,util,othmaint,0.6748
modeChoice,Person,ascAutoDeficient,ride_hail,util,social,-2.9623
modeChoice,Person,ascAutoDeficient,ride_hail,util,othdiscr,-2.9623
modeChoice,Person,ascAutoDeficient,ride_hail,util,atwork,-3.7626
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,work,-2.1435
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,univ,3.25
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,school,-1.4746
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,escort,-0.3863
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,shopping,-0.3863
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,eatout,-4.3576
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,othmaint,-0.3863
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,social,-4.3576
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,othdiscr,-4.3576
modeChoice,Person,ascAutoDeficient,ride_hail_pooled,util,atwork,-4.5089
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,work,0.10081567
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,univ,1.8501176
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,school,5.3252654
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,escort,-1.1537067
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,shopping,-0.41849178
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,eatout,0.5998061
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,othmaint,-0.29943228
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,social,1.5627195
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,othdiscr,0.3199308
modeChoice,Person,ascAutoDeficient,ride_hail_transit,util,atwork,
modeChoice,Person,ascAutoDeficient,walk,util,work,2.4010417
modeChoice,Person,ascAutoDeficient,walk,util,univ,4.50591
modeChoice,Person,ascAutoDeficient,walk,util,school,3.2573624
modeChoice,Person,ascAutoDeficient,walk,util,escort,-0.90204656
modeChoice,Person,ascAutoDeficient,walk,util,shopping,2.2701733
modeChoice,Person,ascAutoDeficient,walk,util,eatout,3.274605
modeChoice,Person,ascAutoDeficient,walk,util,othmaint,1.3690404
modeChoice,Person,ascAutoDeficient,walk,util,social,2.870184
modeChoice,Person,ascAutoDeficient,walk,util,othdiscr,2.2494075
modeChoice,Person,ascAutoDeficient,walk,util,atwork,0.92546093
modeChoice,Person,ascAutoDeficient,walk_transit,util,work,0.65302855
modeChoice,Person,ascAutoDeficient,walk_transit,util,univ,3.1362555
modeChoice,Person,ascAutoDeficient,walk_transit,util,school,4.120708
modeChoice,Person,ascAutoDeficient,walk_transit,util,escort,-4.960704
modeChoice,Person,ascAutoDeficient,walk_transit,util,shopping,-0.8476569
modeChoice,Person,ascAutoDeficient,walk_transit,util,eatout,-0.03896324
modeChoice,Person,ascAutoDeficient,walk_transit,util,othmaint,-3.0597258
modeChoice,Person,ascAutoDeficient,walk_transit,util,social,0.97444487
modeChoice,Person,ascAutoDeficient,walk_transit,util,othdiscr,0.9530884
modeChoice,Person,ascAutoDeficient,walk_transit,util,atwork,-2.9988291
modeChoice,Person,ascAutoSufficient,bike,util,work,-1.5800232
modeChoice,Person,ascAutoSufficient,bike,util,univ,-1.9397832
modeChoice,Person,ascAutoSufficient,bike,util,school,-2.1134686
modeChoice,Person,ascAutoSufficient,bike,util,escort,-5.0631084
modeChoice,Person,ascAutoSufficient,bike,util,shopping,-2.5662103
modeChoice,Person,ascAutoSufficient,bike,util,eatout,-1.2003471
modeChoice,Person,ascAutoSufficient,bike,util,othmaint,-2.8083024
modeChoice,Person,ascAutoSufficient,bike,util,social,-1.368071
modeChoice,Person,ascAutoSufficient,bike,util,othdiscr,-1.0714597
modeChoice,Person,ascAutoSufficient,bike,util,atwork,15.72017
modeChoice,Person,ascAutoSufficient,bike_transit,util,work,-0.8916507
modeChoice,Person,ascAutoSufficient,bike_transit,util,univ,0.4731163
modeChoice,Person,ascAutoSufficient,bike_transit,util,school,0.74590874
modeChoice,Person,ascAutoSufficient,bike_transit,util,escort,-4.934847
modeChoice,Person,ascAutoSufficient,bike_transit,util,shopping,-2.2036798
modeChoice,Person,ascAutoSufficient,bike_transit,util,eatout,-1.1126906
modeChoice,Person,ascAutoSufficient,bike_transit,util,othmaint,-1.5471172
modeChoice,Person,ascAutoSufficient,bike_transit,util,social,-0.3453759
modeChoice,Person,ascAutoSufficient,bike_transit,util,othdiscr,-0.80636793
modeChoice,Person,ascAutoSufficient,bike_transit,util,atwork,-3.401027
modeChoice,Person,ascAutoSufficient,car,util,work,
modeChoice,Person,ascAutoSufficient,car,util,univ,
modeChoice,Person,ascAutoSufficient,car,util,school,
modeChoice,Person,ascAutoSufficient,car,util,escort,
modeChoice,Person,ascAutoSufficient,car,util,shopping,
modeChoice,Person,ascAutoSufficient,car,util,eatout,
modeChoice,Person,ascAutoSufficient,car,util,othmaint,
modeChoice,Person,ascAutoSufficient,car,util,social,
modeChoice,Person,ascAutoSufficient,car,util,othdiscr,
modeChoice,Person,ascAutoSufficient,car,util,atwork,
modeChoice,Person,ascAutoSufficient,drive_transit,util,work,-1.0045459
modeChoice,Person,ascAutoSufficient,drive_transit,util,univ,1.3587753
modeChoice,Person,ascAutoSufficient,drive_transit,util,school,1.40135
modeChoice,Person,ascAutoSufficient,drive_transit,util,escort,-4.6014247
modeChoice,Person,ascAutoSufficient,drive_transit,util,shopping,-2.1718938
modeChoice,Person,ascAutoSufficient,drive_transit,util,eatout,-0.96951586
modeChoice,Person,ascAutoSufficient,drive_transit,util,othmaint,-2.6249478
modeChoice,Person,ascAutoSufficient,drive_transit,util,social,-0.61585575
modeChoice,Person,ascAutoSufficient,drive_transit,util,othdiscr,-0.3785917
modeChoice,Person,ascAutoSufficient,drive_transit,util,atwork,-999.21466
modeChoice,Person,ascAutoSufficient,hov2,util,work,-1.0857458
modeChoice,Person,ascAutoSufficient,hov2,util,univ,-1.859427
modeChoice,Person,ascAutoSufficient,hov2,util,school,-1.6062657
modeChoice,Person,ascAutoSufficient,hov2,util,escort,
modeChoice,Person,ascAutoSufficient,hov2,util,shopping,0.19770707
modeChoice,Person,ascAutoSufficient,hov2,util,eatout,0.86280555
modeChoice,Person,ascAutoSufficient,hov2,util,othmaint,0.25817883
modeChoice,Person,ascAutoSufficient,hov2,util,social,0.5236025
modeChoice,Person,ascAutoSufficient,hov2,util,othdiscr,0.49684617
modeChoice,Person,ascAutoSufficient,hov2,util,atwork,-1.4450618
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,work,-1.0857458
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,univ,-1.859427
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,school,-1.6062657
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,escort,
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,shopping,0.19770707
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,eatout,0.86280555
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,othmaint,0.25817883
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,social,0.5236025
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,othdiscr,0.49684617
modeChoice,Person,ascAutoSufficient,hov2_teleportation,util,atwork,-1.4450618
modeChoice,Person,ascAutoSufficient,hov3,util,work,-1.4699702
modeChoice,Person,ascAutoSufficient,hov3,util,univ,-1.9047098
modeChoice,Person,ascAutoSufficient,hov3,util,school,-1.0201935
modeChoice,Person,ascAutoSufficient,hov3,util,escort,-0.05741253
modeChoice,Person,ascAutoSufficient,hov3,util,shopping,-0.077571295
modeChoice,Person,ascAutoSufficient,hov3,util,eatout,0.8468596
modeChoice,Person,ascAutoSufficient,hov3,util,othmaint,-0.07549867
modeChoice,Person,ascAutoSufficient,hov3,util,social,0.50617886
modeChoice,Person,ascAutoSufficient,hov3,util,othdiscr,0.58850205
modeChoice,Person,ascAutoSufficient,hov3,util,atwork,-1.652174
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,work,-1.4699702
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,univ,-1.9047098
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,school,-1.0201935
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,escort,-0.05741253
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,shopping,-0.077571295
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,eatout,0.8468596
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,othmaint,-0.07549867
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,social,0.50617886
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,othdiscr,0.58850205
modeChoice,Person,ascAutoSufficient,hov3_teleportation,util,atwork,-1.652174
modeChoice,Person,ascAutoSufficient,ride_hail,util,work,-4.1946
modeChoice,Person,ascAutoSufficient,ride_hail,util,univ,0.2088
modeChoice,Person,ascAutoSufficient,ride_hail,util,school,-2.8375
modeChoice,Person,ascAutoSufficient,ride_hail,util,escort,-1.45
modeChoice,Person,ascAutoSufficient,ride_hail,util,shopping,-1.45
modeChoice,Person,ascAutoSufficient,ride_hail,util,eatout,-2.3239
modeChoice,Person,ascAutoSufficient,ride_hail,util,othmaint,-1.45
modeChoice,Person,ascAutoSufficient,ride_hail,util,social,-2.3239
modeChoice,Person,ascAutoSufficient,ride_hail,util,othdiscr,-2.3239
modeChoice,Person,ascAutoSufficient,ride_hail,util,atwork,-2.7988
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,work,-5.3575
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,univ,-0.9068
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,school,-3.7219
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,escort,-2.4365
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,shopping,-2.4365
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,eatout,-3.6638
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,othmaint,-2.4365
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,social,-3.6638
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,othdiscr,-3.6638
modeChoice,Person,ascAutoSufficient,ride_hail_pooled,util,atwork,-3.5397
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,work,-1.0045459
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,univ,1.3587753
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,school,1.40135
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,escort,-4.6014247
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,shopping,-2.1718938
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,eatout,-0.96951586
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,othmaint,-2.6249478
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,social,-0.61585575
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,othdiscr,-0.3785917
modeChoice,Person,ascAutoSufficient,ride_hail_transit,util,atwork,
modeChoice,Person,ascAutoSufficient,walk,util,work,0.053265337
modeChoice,Person,ascAutoSufficient,walk,util,univ,1.0607665
modeChoice,Person,ascAutoSufficient,walk,util,school,0.6476856
modeChoice,Person,ascAutoSufficient,walk,util,escort,-0.8116066
modeChoice,Person,ascAutoSufficient,walk,util,shopping,0.7312663
modeChoice,Person,ascAutoSufficient,walk,util,eatout,1.5516903
modeChoice,Person,ascAutoSufficient,walk,util,othmaint,0.7999634
modeChoice,Person,ascAutoSufficient,walk,util,social,1.7072186
modeChoice,Person,ascAutoSufficient,walk,util,othdiscr,1.2633476
modeChoice,Person,ascAutoSufficient,walk,util,atwork,0.677216
modeChoice,Person,ascAutoSufficient,walk_transit,util,work,-0.8916507
modeChoice,Person,ascAutoSufficient,walk_transit,util,univ,0.4731163
modeChoice,Person,ascAutoSufficient,walk_transit,util,school,0.74590874
modeChoice,Person,ascAutoSufficient,walk_transit,util,escort,-4.934847
modeChoice,Person,ascAutoSufficient,walk_transit,util,shopping,-2.2036798
modeChoice,Person,ascAutoSufficient,walk_transit,util,eatout,-1.1126906
modeChoice,Person,ascAutoSufficient,walk_transit,util,othmaint,-1.5471172
modeChoice,Person,ascAutoSufficient,walk_transit,util,social,-0.3453759
modeChoice,Person,ascAutoSufficient,walk_transit,util,othdiscr,-0.80636793
modeChoice,Person,ascAutoSufficient,walk_transit,util,atwork,-3.401027
modeChoice,Path,walkTime,bike,util/min,work,
modeChoice,Path,walkTime,bike,util/min,univ,
modeChoice,Path,walkTime,bike,util/min,school,
modeChoice,Path,walkTime,bike,util/min,escort,
modeChoice,Path,walkTime,bike,util/min,shopping,
modeChoice,Path,walkTime,bike,util/min,eatout,
modeChoice,Path,walkTime,bike,util/min,othmaint,
modeChoice,Path,walkTime,bike,util/min,social,
modeChoice,Path,walkTime,bike,util/min,othdiscr,
modeChoice,Path,walkTime,bike,util/min,atwork,
modeChoice,Path,walkTime,bike_transit,util/min,work,
modeChoice,Path,walkTime,bike_transit,util/min,univ,
modeChoice,Path,walkTime,bike_transit,util/min,school,
modeChoice,Path,walkTime,bike_transit,util/min,escort,
modeChoice,Path,walkTime,bike_transit,util/min,shopping,
modeChoice,Path,walkTime,bike_transit,util/min,eatout,
modeChoice,Path,walkTime,bike_transit,util/min,othmaint,
modeChoice,Path,walkTime,bike_transit,util/min,social,
modeChoice,Path,walkTime,bike_transit,util/min,othdiscr,
modeChoice,Path,walkTime,bike_transit,util/min,atwork,
modeChoice,Path,walkTime,car,util/min,work,
modeChoice,Path,walkTime,car,util/min,univ,
modeChoice,Path,walkTime,car,util/min,school,
modeChoice,Path,walkTime,car,util/min,escort,
modeChoice,Path,walkTime,car,util/min,shopping,
modeChoice,Path,walkTime,car,util/min,eatout,
modeChoice,Path,walkTime,car,util/min,othmaint,
modeChoice,Path,walkTime,car,util/min,social,
modeChoice,Path,walkTime,car,util/min,othdiscr,
modeChoice,Path,walkTime,car,util/min,atwork,
modeChoice,Path,walkTime,drive_transit,util/min,work,
modeChoice,Path,walkTime,drive_transit,util/min,univ,
modeChoice,Path,walkTime,drive_transit,util/min,school,
modeChoice,Path,walkTime,drive_transit,util/min,escort,
modeChoice,Path,walkTime,drive_transit,util/min,shopping,
modeChoice,Path,walkTime,drive_transit,util/min,eatout,
modeChoice,Path,walkTime,drive_transit,util/min,othmaint,
modeChoice,Path,walkTime,drive_transit,util/min,social,
modeChoice,Path,walkTime,drive_transit,util/min,othdiscr,
modeChoice,Path,walkTime,drive_transit,util/min,atwork,
modeChoice,Path,walkTime,hov2,util/min,work,
modeChoice,Path,walkTime,hov2,util/min,univ,
modeChoice,Path,walkTime,hov2,util/min,school,
modeChoice,Path,walkTime,hov2,util/min,escort,
modeChoice,Path,walkTime,hov2,util/min,shopping,
modeChoice,Path,walkTime,hov2,util/min,eatout,
modeChoice,Path,walkTime,hov2,util/min,othmaint,
modeChoice,Path,walkTime,hov2,util/min,social,
modeChoice,Path,walkTime,hov2,util/min,othdiscr,
modeChoice,Path,walkTime,hov2,util/min,atwork,
modeChoice,Path,walkTime,hov2_teleportation,util/min,work,
modeChoice,Path,walkTime,hov2_teleportation,util/min,univ,
modeChoice,Path,walkTime,hov2_teleportation,util/min,school,
modeChoice,Path,walkTime,hov2_teleportation,util/min,escort,
modeChoice,Path,walkTime,hov2_teleportation,util/min,shopping,
modeChoice,Path,walkTime,hov2_teleportation,util/min,eatout,
modeChoice,Path,walkTime,hov2_teleportation,util/min,othmaint,
modeChoice,Path,walkTime,hov2_teleportation,util/min,social,
modeChoice,Path,walkTime,hov2_teleportation,util/min,othdiscr,
modeChoice,Path,walkTime,hov2_teleportation,util/min,atwork,
modeChoice,Path,walkTime,hov3,util/min,work,
modeChoice,Path,walkTime,hov3,util/min,univ,
modeChoice,Path,walkTime,hov3,util/min,school,
modeChoice,Path,walkTime,hov3,util/min,escort,
modeChoice,Path,walkTime,hov3,util/min,shopping,
modeChoice,Path,walkTime,hov3,util/min,eatout,
modeChoice,Path,walkTime,hov3,util/min,othmaint,
modeChoice,Path,walkTime,hov3,util/min,social,
modeChoice,Path,walkTime,hov3,util/min,othdiscr,
modeChoice,Path,walkTime,hov3,util/min,atwork,
modeChoice,Path,walkTime,hov3_teleportation,util/min,work,
modeChoice,Path,walkTime,hov3_teleportation,util/min,univ,
modeChoice,Path,walkTime,hov3_teleportation,util/min,school,
modeChoice,Path,walkTime,hov3_teleportation,util/min,escort,
modeChoice,Path,walkTime,hov3_teleportation,util/min,shopping,
modeChoice,Path,walkTime,hov3_teleportation,util/min,eatout,
modeChoice,Path,walkTime,hov3_teleportation,util/min,othmaint,
modeChoice,Path,walkTime,hov3_teleportation,util/min,social,
modeChoice,Path,walkTime,hov3_teleportation,util/min,othdiscr,
modeChoice,Path,walkTime,hov3_teleportation,util/min,atwork,
modeChoice,Path,walkTime,ride_hail,util/min,work,
modeChoice,Path,walkTime,ride_hail,util/min,univ,
modeChoice,Path,walkTime,ride_hail,util/min,school,
modeChoice,Path,walkTime,ride_hail,util/min,escort,
modeChoice,Path,walkTime,ride_hail,util/min,shopping,
modeChoice,Path,walkTime,ride_hail,util/min,eatout,
modeChoice,Path,walkTime,ride_hail,util/min,othmaint,
modeChoice,Path,walkTime,ride_hail,util/min,social,
modeChoice,Path,walkTime,ride_hail,util/min,othdiscr,
modeChoice,Path,walkTime,ride_hail,util/min,atwork,
modeChoice,Path,walkTime,ride_hail_pooled,util/min,work,
modeChoice,Path,walkTime,ride_hail_pooled,util/min,univ,
modeChoice,Path,walkTime,ride_hail_pooled,util/min,school,
modeChoice,Path,walkTime,ride_hail_pooled,util/min,escort,
