taz,parkingType,pricingModel,chargingPointType,numStalls,feeInCents,reservedFor
878,Public,Block,NoCharger,1000000,0,Any
878,Residential,Block,NoCharger,1000000,0,Any
878,Workplace,Block,NoCharger,1000000,0,Any
879,Public,Block,NoCharger,1000000,0,Any
879,Residential,Block,NoCharger,1000000,0,Any
879,Workplace,Block,NoCharger,1000000,0,Any
880,Public,Block,NoCharger,1000000,0,Any
880,Residential,Block,NoCharger,1000000,0,Any
880,Workplace,Block,NoCharger,1000000,0,Any
881,Public,Block,NoCharger,1000000,0,Any
881,Residential,Block,NoCharger,1000000,0,Any
881,Workplace,Block,NoCharger,1000000,0,Any
882,Public,Block,NoCharger,1000000,0,Any
882,Residential,Block,NoCharger,1000000,0,Any
882,Workplace,Block,NoCharger,1000000,0,Any
883,Public,Block,NoCharger,1000000,0,Any
883,Residential,Block,NoCharger,1000000,0,Any
883,Workplace,Block,NoCharger,1000000,0,Any
884,Public,Block,NoCharger,1000000,0,Any
884,Residential,Block,NoCharger,1000000,0,Any
884,Workplace,Block,NoCharger,1000000,0,Any
885,Public,Block,NoCharger,1000000,0,Any
885,Residential,Block,NoCharger,1000000,0,Any
885,Workplace,Block,NoCharger,1000000,0,Any
886,Public,Block,NoCharger,1000000,0,Any
886,Residential,Block,NoCharger,1000000,0,Any
886,Workplace,Block,NoCharger,1000000,0,Any
887,Public,Block,NoCharger,1000000,0,Any
887,Residential,Block,NoCharger,1000000,0,Any
887,Workplace,Block,NoCharger,1000000,0,Any
888,Public,Block,NoCharger,1000000,0,Any
888,Residential,Block,NoCharger,1000000,0,Any
888,Workplace,Block,NoCharger,1000000,0,Any
889,Public,Block,NoCharger,1000000,0,Any
889,Residential,Block,NoCharger,1000000,0,Any
889,Workplace,Block,NoCharger,1000000,0,Any
890,Public,Block,NoCharger,1000000,0,Any
890,Residential,Block,NoCharger,1000000,0,Any
890,Workplace,Block,NoCharger,1000000,0,Any
891,Public,Block,NoCharger,1000000,0,Any
891,Residential,Block,NoCharger,1000000,0,Any
891,Workplace,Block,NoCharger,1000000,0,Any
892,Public,Block,NoCharger,1000000,0,Any
892,Residential,Block,NoCharger,1000000,0,Any
892,Workplace,Block,NoCharger,1000000,0,Any
893,Public,Block,NoCharger,1000000,0,Any
893,Residential,Block,NoCharger,1000000,0,Any
893,Workplace,Block,NoCharger,1000000,0,Any
894,Public,Block,NoCharger,1000000,0,Any
894,Residential,Block,NoCharger,1000000,0,Any
894,Workplace,Block,NoCharger,1000000,0,Any
895,Public,Block,NoCharger,1000000,0,Any
895,Residential,Block,NoCharger,1000000,0,Any
895,Workplace,Block,NoCharger,1000000,0,Any
896,Public,Block,NoCharger,1000000,0,Any
896,Residential,Block,NoCharger,1000000,0,Any
896,Workplace,Block,NoCharger,1000000,0,Any
897,Public,Block,NoCharger,1000000,50,Any
897,Residential,Block,NoCharger,1000000,50,Any
897,Workplace,Block,NoCharger,1000000,50,Any
898,Public,Block,NoCharger,1000000,0,Any
898,Residential,Block,NoCharger,1000000,0,Any
898,Workplace,Block,NoCharger,1000000,0,Any
899,Public,Block,NoCharger,1000000,0,Any
899,Residential,Block,NoCharger,1000000,0,Any
899,Workplace,Block,NoCharger,1000000,0,Any
900,Public,Block,NoCharger,1000000,0,Any
900,Residential,Block,NoCharger,1000000,0,Any
900,Workplace,Block,NoCharger,1000000,0,Any
901,Public,Block,NoCharger,1000000,0,Any
901,Residential,Block,NoCharger,1000000,0,Any
901,Workplace,Block,NoCharger,1000000,0,Any
902,Public,Block,NoCharger,1000000,0,Any
902,Residential,Block,NoCharger,1000000,0,Any
902,Workplace,Block,NoCharger,1000000,0,Any
903,Public,Block,NoCharger,1000000,0,Any
903,Residential,Block,NoCharger,1000000,0,Any
903,Workplace,Block,NoCharger,1000000,0,Any
904,Public,Block,NoCharger,1000000,0,Any
904,Residential,Block,NoCharger,1000000,0,Any
904,Workplace,Block,NoCharger,1000000,0,Any
905,Public,Block,NoCharger,1000000,0,Any
905,Residential,Block,NoCharger,1000000,0,Any
905,Workplace,Block,NoCharger,1000000,0,Any
906,Public,Block,NoCharger,1000000,0,Any
906,Residential,Block,NoCharger,1000000,0,Any
906,Workplace,Block,NoCharger,1000000,0,Any
907,Public,Block,NoCharger,1000000,0,Any
907,Residential,Block,NoCharger,1000000,0,Any
907,Workplace,Block,NoCharger,1000000,0,Any
908,Public,Block,NoCharger,1000000,0,Any
908,Residential,Block,NoCharger,1000000,0,Any
908,Workplace,Block,NoCharger,1000000,0,Any
909,Public,Block,NoCharger,1000000,0,Any
909,Residential,Block,NoCharger,1000000,0,Any
909,Workplace,Block,NoCharger,1000000,0,Any
910,Public,Block,NoCharger,1000000,0,Any
910,Residential,Block,NoCharger,1000000,0,Any
910,Workplace,Block,NoCharger,1000000,0,Any
911,Public,Block,NoCharger,1000000,0,Any
911,Residential,Block,NoCharger,1000000,0,Any
911,Workplace,Block,NoCharger,1000000,0,Any
912,Public,Block,NoCharger,1000000,0,Any
912,Residential,Block,NoCharger,1000000,0,Any
912,Workplace,Block,NoCharger,1000000,0,Any
913,Public,Block,NoCharger,1000000,0,Any
913,Residential,Block,NoCharger,1000000,0,Any
913,Workplace,Block,NoCharger,1000000,0,Any
914,Public,Block,NoCharger,1000000,0,Any
914,Residential,Block,NoCharger,1000000,0,Any
914,Workplace,Block,NoCharger,1000000,0,Any
915,Public,Block,NoCharger,1000000,0,Any
915,Residential,Block,NoCharger,1000000,0,Any
915,Workplace,Block,NoCharger,1000000,0,Any
916,Public,Block,NoCharger,1000000,0,Any
916,Residential,Block,NoCharger,1000000,0,Any
916,Workplace,Block,NoCharger,1000000,0,Any
917,Public,Block,NoCharger,1000000,0,Any
917,Residential,Block,NoCharger,1000000,0,Any
917,Workplace,Block,NoCharger,1000000,0,Any
918,Public,Block,NoCharger,1000000,0,Any
918,Residential,Block,NoCharger,1000000,0,Any
918,Workplace,Block,NoCharger,1000000,0,Any
919,Public,Block,NoCharger,1000000,0,Any
919,Residential,Block,NoCharger,1000000,0,Any
919,Workplace,Block,NoCharger,1000000,0,Any
920,Public,Block,NoCharger,1000000,0,Any
920,Residential,Block,NoCharger,1000000,0,Any
920,Workplace,Block,NoCharger,1000000,0,Any
921,Public,Block,NoCharger,1000000,0,Any
921,Residential,Block,NoCharger,1000000,0,Any
921,Workplace,Block,NoCharger,1000000,0,Any
922,Public,Block,NoCharger,1000000,0,Any
922,Residential,Block,NoCharger,1000000,0,Any
922,Workplace,Block,NoCharger,1000000,0,Any
923,Public,Block,NoCharger,1000000,0,Any
923,Residential,Block,NoCharger,1000000,0,Any
923,Workplace,Block,NoCharger,1000000,0,Any
924,Public,Block,NoCharger,1000000,0,Any
924,Residential,Block,NoCharger,1000000,0,Any
924,Workplace,Block,NoCharger,1000000,0,Any
925,Public,Block,NoCharger,1000000,0,Any
925,Residential,Block,NoCharger,1000000,0,Any
925,Workplace,Block,NoCharger,1000000,0,Any
926,Public,Block,NoCharger,1000000,0,Any
926,Residential,Block,NoCharger,1000000,0,Any
926,Workplace,Block,NoCharger,1000000,0,Any
927,Public,Block,NoCharger,1000000,0,Any
927,Residential,Block,NoCharger,1000000,0,Any
927,Workplace,Block,NoCharger,1000000,0,Any
928,Public,Block,NoCharger,1000000,0,Any
928,Residential,Block,NoCharger,1000000,0,Any
928,Workplace,Block,NoCharger,1000000,0,Any
929,Public,Block,NoCharger,1000000,0,Any
929,Residential,Block,NoCharger,1000000,0,Any
929,Workplace,Block,NoCharger,1000000,0,Any
930,Public,Block,NoCharger,1000000,0,Any
930,Residential,Block,NoCharger,1000000,0,Any
930,Workplace,Block,NoCharger,1000000,0,Any
931,Public,Block,NoCharger,1000000,0,Any
931,Residential,Block,NoCharger,1000000,0,Any
931,Workplace,Block,NoCharger,1000000,0,Any
932,Public,Block,NoCharger,1000000,0,Any
932,Residential,Block,NoCharger,1000000,0,Any
932,Workplace,Block,NoCharger,1000000,0,Any
933,Public,Block,NoCharger,1000000,0,Any
933,Residential,Block,NoCharger,1000000,0,Any
933,Workplace,Block,NoCharger,1000000,0,Any
934,Public,Block,NoCharger,1000000,0,Any
934,Residential,Block,NoCharger,1000000,0,Any
934,Workplace,Block,NoCharger,1000000,0,Any
935,Public,Block,NoCharger,1000000,0,Any
935,Residential,Block,NoCharger,1000000,0,Any
935,Workplace,Block,NoCharger,1000000,0,Any
936,Public,Block,NoCharger,1000000,0,Any
936,Residential,Block,NoCharger,1000000,0,Any
936,Workplace,Block,NoCharger,1000000,0,Any
937,Public,Block,NoCharger,1000000,0,Any
937,Residential,Block,NoCharger,1000000,0,Any
937,Workplace,Block,NoCharger,1000000,0,Any
938,Public,Block,NoCharger,1000000,0,Any
938,Residential,Block,NoCharger,1000000,0,Any
938,Workplace,Block,NoCharger,1000000,0,Any
939,Public,Block,NoCharger,1000000,0,Any
939,Residential,Block,NoCharger,1000000,0,Any
939,Workplace,Block,NoCharger,1000000,0,Any
940,Public,Block,NoCharger,1000000,0,Any
940,Residential,Block,NoCharger,1000000,0,Any
940,Workplace,Block,NoCharger,1000000,0,Any
941,Public,Block,NoCharger,1000000,0,Any
941,Residential,Block,NoCharger,1000000,0,Any
941,Workplace,Block,NoCharger,1000000,0,Any
942,Public,Block,NoCharger,1000000,0,Any
942,Residential,Block,NoCharger,1000000,0,Any
942,Workplace,Block,NoCharger,1000000,0,Any
943,Public,Block,NoCharger,1000000,0,Any
943,Residential,Block,NoCharger,1000000,0,Any
943,Workplace,Block,NoCharger,1000000,0,Any
944,Public,Block,NoCharger,1000000,0,Any
944,Residential,Block,NoCharger,1000000,0,Any
944,Workplace,Block,NoCharger,1000000,0,Any
945,Public,Block,NoCharger,1000000,0,Any
945,Residential,Block,NoCharger,1000000,0,Any
945,Workplace,Block,NoCharger,1000000,0,Any
946,Public,Block,NoCharger,1000000,0,Any
946,Residential,Block,NoCharger,1000000,0,Any
946,Workplace,Block,NoCharger,1000000,0,Any
947,Public,Block,NoCharger,1000000,0,Any
947,Residential,Block,NoCharger,1000000,0,Any
947,Workplace,Block,NoCharger,1000000,0,Any
948,Public,Block,NoCharger,1000000,0,Any
948,Residential,Block,NoCharger,1000000,0,Any
948,Workplace,Block,NoCharger,1000000,0,Any
949,Public,Block,NoCharger,1000000,100,Any
949,Residential,Block,NoCharger,1000000,100,Any
949,Workplace,Block,NoCharger,1000000,100,Any
950,Public,Block,NoCharger,1000000,100,Any
950,Residential,Block,NoCharger,1000000,100,Any
950,Workplace,Block,NoCharger,1000000,100,Any
951,Public,Block,NoCharger,1000000,100,Any
951,Residential,Block,NoCharger,1000000,100,Any
951,Workplace,Block,NoCharger,1000000,100,Any
952,Public,Block,NoCharger,1000000,100,Any
952,Residential,Block,NoCharger,1000000,100,Any
952,Workplace,Block,NoCharger,1000000,100,Any
953,Public,Block,NoCharger,1000000,100,Any
953,Residential,Block,NoCharger,1000000,100,Any
953,Workplace,Block,NoCharger,1000000,100,Any
954,Public,Block,NoCharger,1000000,100,Any
954,Residential,Block,NoCharger,1000000,100,Any
954,Workplace,Block,NoCharger,1000000,100,Any
955,Public,Block,NoCharger,1000000,100,Any
955,Residential,Block,NoCharger,1000000,100,Any
955,Workplace,Block,NoCharger,1000000,100,Any
956,Public,Block,NoCharger,1000000,100,Any
956,Residential,Block,NoCharger,1000000,100,Any
956,Workplace,Block,NoCharger,1000000,100,Any
957,Public,Block,NoCharger,1000000,100,Any
957,Residential,Block,NoCharger,1000000,100,Any
957,Workplace,Block,NoCharger,1000000,100,Any
958,Public,Block,NoCharger,1000000,0,Any
958,Residential,Block,NoCharger,1000000,0,Any
958,Workplace,Block,NoCharger,1000000,0,Any
959,Public,Block,NoCharger,1000000,0,Any
959,Residential,Block,NoCharger,1000000,0,Any
959,Workplace,Block,NoCharger,1000000,0,Any
960,Public,Block,NoCharger,1000000,100,Any
960,Residential,Block,NoCharger,1000000,100,Any
960,Workplace,Block,NoCharger,1000000,100,Any
961,Public,Block,NoCharger,1000000,100,Any
961,Residential,Block,NoCharger,1000000,100,Any
961,Workplace,Block,NoCharger,1000000,100,Any
962,Public,Block,NoCharger,1000000,0,Any
962,Residential,Block,NoCharger,1000000,0,Any
962,Workplace,Block,NoCharger,1000000,0,Any
963,Public,Block,NoCharger,1000000,100,Any
963,Residential,Block,NoCharger,1000000,100,Any
963,Workplace,Block,NoCharger,1000000,100,Any
964,Public,Block,NoCharger,1000000,100,Any
964,Residential,Block,NoCharger,1000000,100,Any
964,Workplace,Block,NoCharger,1000000,100,Any
965,Public,Block,NoCharger,1000000,100,Any
965,Residential,Block,NoCharger,1000000,100,Any
965,Workplace,Block,NoCharger,1000000,100,Any
966,Public,Block,NoCharger,1000000,100,Any
966,Residential,Block,NoCharger,1000000,100,Any
966,Workplace,Block,NoCharger,1000000,100,Any
967,Public,Block,NoCharger,1000000,0,Any
967,Residential,Block,NoCharger,1000000,0,Any
967,Workplace,Block,NoCharger,1000000,0,Any
968,Public,Block,NoCharger,1000000,200,Any
968,Residential,Block,NoCharger,1000000,200,Any
968,Workplace,Block,NoCharger,1000000,200,Any
969,Public,Block,NoCharger,1000000,200,Any
969,Residential,Block,NoCharger,1000000,200,Any
969,Workplace,Block,NoCharger,1000000,200,Any
970,Public,Block,NoCharger,1000000,100,Any
970,Residential,Block,NoCharger,1000000,100,Any
970,Workplace,Block,NoCharger,1000000,100,Any
971,Public,Block,NoCharger,1000000,200,Any
971,Residential,Block,NoCharger,1000000,200,Any
971,Workplace,Block,NoCharger,1000000,200,Any
972,Public,Block,NoCharger,1000000,200,Any
972,Residential,Block,NoCharger,1000000,200,Any
972,Workplace,Block,NoCharger,1000000,200,Any
973,Public,Block,NoCharger,1000000,100,Any
973,Residential,Block,NoCharger,1000000,100,Any
973,Workplace,Block,NoCharger,1000000,100,Any
974,Public,Block,NoCharger,1000000,200,Any
974,Residential,Block,NoCharger,1000000,200,Any
974,Workplace,Block,NoCharger,1000000,200,Any
975,Public,Block,NoCharger,1000000,200,Any
975,Residential,Block,NoCharger,1000000,200,Any
975,Workplace,Block,NoCharger,1000000,200,Any
976,Public,Block,NoCharger,1000000,100,Any
976,Residential,Block,NoCharger,1000000,100,Any
976,Workplace,Block,NoCharger,1000000,100,Any
977,Public,Block,NoCharger,1000000,200,Any
977,Residential,Block,NoCharger,1000000,200,Any
977,Workplace,Block,NoCharger,1000000,200,Any
978,Public,Block,NoCharger,1000000,200,Any
978,Residential,Block,NoCharger,1000000,200,Any
978,Workplace,Block,NoCharger,1000000,200,Any
979,Public,Block,NoCharger,1000000,100,Any
979,Residential,Block,NoCharger,1000000,100,Any
979,Workplace,Block,NoCharger,1000000,100,Any
980,Public,Block,NoCharger,1000000,100,Any
980,Residential,Block,NoCharger,1000000,100,Any
980,Workplace,Block,NoCharger,1000000,100,Any
981,Public,Block,NoCharger,1000000,100,Any
981,Residential,Block,NoCharger,1000000,100,Any
981,Workplace,Block,NoCharger,1000000,100,Any
982,Public,Block,NoCharger,1000000,100,Any
982,Residential,Block,NoCharger,1000000,100,Any
982,Workplace,Block,NoCharger,1000000,100,Any
983,Public,Block,NoCharger,1000000,100,Any
983,Residential,Block,NoCharger,1000000,100,Any
983,Workplace,Block,NoCharger,1000000,100,Any
984,Public,Block,NoCharger,1000000,0,Any
984,Residential,Block,NoCharger,1000000,0,Any
984,Workplace,Block,NoCharger,1000000,0,Any
985,Public,Block,NoCharger,1000000,100,Any
985,Residential,Block,NoCharger,1000000,100,Any
985,Workplace,Block,NoCharger,1000000,100,Any
986,Public,Block,NoCharger,1000000,0,Any
986,Residential,Block,NoCharger,1000000,0,Any
986,Workplace,Block,NoCharger,1000000,0,Any
987,Public,Block,NoCharger,1000000,100,Any
987,Residential,Block,NoCharger,1000000,100,Any
987,Workplace,Block,NoCharger,1000000,100,Any
988,Public,Block,NoCharger,1000000,100,Any
988,Residential,Block,NoCharger,1000000,100,Any
988,Workplace,Block,NoCharger,1000000,100,Any
989,Public,Block,NoCharger,1000000,100,Any
989,Residential,Block,NoCharger,1000000,100,Any
989,Workplace,Block,NoCharger,1000000,100,Any
990,Public,Block,NoCharger,1000000,100,Any
990,Residential,Block,NoCharger,1000000,100,Any
990,Workplace,Block,NoCharger,1000000,100,Any
991,Public,Block,NoCharger,1000000,0,Any
991,Residential,Block,NoCharger,1000000,0,Any
991,Workplace,Block,NoCharger,1000000,0,Any
992,Public,Block,NoCharger,1000000,0,Any
992,Residential,Block,NoCharger,1000000,0,Any
992,Workplace,Block,NoCharger,1000000,0,Any
993,Public,Block,NoCharger,1000000,0,Any
993,Residential,Block,NoCharger,1000000,0,Any
993,Workplace,Block,NoCharger,1000000,0,Any
994,Public,Block,NoCharger,1000000,0,Any
994,Residential,Block,NoCharger,1000000,0,Any
994,Workplace,Block,NoCharger,1000000,0,Any
995,Public,Block,NoCharger,1000000,100,Any
995,Residential,Block,NoCharger,1000000,100,Any
995,Workplace,Block,NoCharger,1000000,100,Any
996,Public,Block,NoCharger,1000000,100,Any
996,Residential,Block,NoCharger,1000000,100,Any
996,Workplace,Block,NoCharger,1000000,100,Any
997,Public,Block,NoCharger,1000000,0,Any
997,Residential,Block,NoCharger,1000000,0,Any
997,Workplace,Block,NoCharger,1000000,0,Any
998,Public,Block,NoCharger,1000000,0,Any
998,Residential,Block,NoCharger,1000000,0,Any
998,Workplace,Block,NoCharger,1000000,0,Any
999,Public,Block,NoCharger,1000000,100,Any
999,Residential,Block,NoCharger,1000000,100,Any
999,Workplace,Block,NoCharger,1000000,100,Any
1000,Public,Block,NoCharger,1000000,100,Any
1000,Residential,Block,NoCharger,1000000,100,Any
1000,Workplace,Block,NoCharger,1000000,100,Any
1001,Public,Block,NoCharger,1000000,100,Any
1001,Residential,Block,NoCharger,1000000,100,Any
1001,Workplace,Block,NoCharger,1000000,100,Any
1002,Public,Block,NoCharger,1000000,100,Any
1002,Residential,Block,NoCharger,1000000,100,Any
1002,Workplace,Block,NoCharger,1000000,100,Any
1003,Public,Block,NoCharger,1000000,0,Any
1003,Residential,Block,NoCharger,1000000,0,Any
1003,Workplace,Block,NoCharger,1000000,0,Any
1004,Public,Block,NoCharger,1000000,0,Any
1004,Residential,Block,NoCharger,1000000,0,Any
1004,Workplace,Block,NoCharger,1000000,0,Any
1005,Public,Block,NoCharger,1000000,0,Any
1005,Residential,Block,NoCharger,1000000,0,Any
1005,Workplace,Block,NoCharger,1000000,0,Any
1006,Public,Block,NoCharger,1000000,0,Any
1006,Residential,Block,NoCharger,1000000,0,Any
1006,Workplace,Block,NoCharger,1000000,0,Any
1007,Public,Block,NoCharger,1000000,0,Any
1007,Residential,Block,NoCharger,1000000,0,Any
1007,Workplace,Block,NoCharger,1000000,0,Any
1008,Public,Block,NoCharger,1000000,0,Any
1008,Residential,Block,NoCharger,1000000,0,Any
1008,Workplace,Block,NoCharger,1000000,0,Any
1009,Public,Block,NoCharger,1000000,0,Any
1009,Residential,Block,NoCharger,1000000,0,Any
1009,Workplace,Block,NoCharger,1000000,0,Any
1010,Public,Block,NoCharger,1000000,0,Any
1010,Residential,Block,NoCharger,1000000,0,Any
1010,Workplace,Block,NoCharger,1000000,0,Any
1011,Public,Block,NoCharger,1000000,0,Any
1011,Residential,Block,NoCharger,1000000,0,Any
1011,Workplace,Block,NoCharger,1000000,0,Any
1012,Public,Block,NoCharger,1000000,0,Any
1012,Residential,Block,NoCharger,1000000,0,Any
1012,Workplace,Block,NoCharger,1000000,0,Any
1013,Public,Block,NoCharger,1000000,0,Any
1013,Residential,Block,NoCharger,1000000,0,Any
1013,Workplace,Block,NoCharger,1000000,0,Any
1014,Public,Block,NoCharger,1000000,0,Any
1014,Residential,Block,NoCharger,1000000,0,Any
1014,Workplace,Block,NoCharger,1000000,0,Any
1015,Public,Block,NoCharger,1000000,100,Any
1015,Residential,Block,NoCharger,1000000,100,Any
1015,Workplace,Block,NoCharger,1000000,100,Any
1016,Public,Block,NoCharger,1000000,0,Any
1016,Residential,Block,NoCharger,1000000,0,Any
1016,Workplace,Block,NoCharger,1000000,0,Any
1017,Public,Block,NoCharger,1000000,100,Any
1017,Residential,Block,NoCharger,1000000,100,Any
1017,Workplace,Block,NoCharger,1000000,100,Any
1018,Public,Block,NoCharger,1000000,100,Any
1018,Residential,Block,NoCharger,1000000,100,Any
1018,Workplace,Block,NoCharger,1000000,100,Any
1019,Public,Block,NoCharger,1000000,0,Any
1019,Residential,Block,NoCharger,1000000,0,Any
1019,Workplace,Block,NoCharger,1000000,0,Any
1020,Public,Block,NoCharger,1000000,0,Any
1020,Residential,Block,NoCharger,1000000,0,Any
1020,Workplace,Block,NoCharger,1000000,0,Any
1021,Public,Block,NoCharger,1000000,0,Any
1021,Residential,Block,NoCharger,1000000,0,Any
1021,Workplace,Block,NoCharger,1000000,0,Any
1022,Public,Block,NoCharger,1000000,0,Any
1022,Residential,Block,NoCharger,1000000,0,Any
1022,Workplace,Block,NoCharger,1000000,0,Any
1023,Public,Block,NoCharger,1000000,0,Any
1023,Residential,Block,NoCharger,1000000,0,Any
1023,Workplace,Block,NoCharger,1000000,0,Any
1024,Public,Block,NoCharger,1000000,0,Any
1024,Residential,Block,NoCharger,1000000,0,Any
1024,Workplace,Block,NoCharger,1000000,0,Any
1025,Public,Block,NoCharger,1000000,0,Any
